Project Name,Package Name,Architecture Smell,Cause of the Smell
Super-Mario-Java-2D-Game,com.TETOSOFT.tilegame.sprites,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [Creature; Fly; Grub; Player]; [PowerUp; Star; Music; Goal]. LCC (Lack of Component Cohesion) = 0.25
